id,farmer_id,entry_date,entry_type,reference_type,reference_id,debit,credit,balance_after,description,data_source
63a59d27-ef63-5eed-acbc-cec0a826636f,94dd0a69-bd62-5b21-9ecd-debd59365206,2026-01-28,procurement,procurement,40d5b405-7145-52a9-8433-b08a0904d9de,32660.12,0.00,70881.50,SYNTHETIC procurement SYN-PROC-2026-0116,synthetic
104feb01-957e-5f65-ae31-c92f7a71de57,d8b6ba35-39d2-5f67-9971-e2203da0de0c,2026-02-26,procurement,procurement,56e12dd4-1453-5164-8693-4620c31d52d2,15824.98,0.00,61066.69,SYNTHETIC procurement SYN-PROC-2026-0117,synthetic
8da90a21-1dcd-56ae-affc-31200dc28e06,d8b6ba35-39d2-5f67-9971-e2203da0de0c,2026-05-01,procurement,procurement,9f5cda2a-5b5e-510c-a1df-3fbc62bf6d0f,21190.93,0.00,82257.62,SYNTHETIC procurement SYN-PROC-2026-0118,synthetic
f4e982f2-7ec6-569f-9817-6c51a68f784c,62da20c7-3d66-5a59-8ced-4312314e393c,2026-02-01,procurement,procurement,b30672ef-7ad4-55e7-a75f-6ccb88212a2e,26384.19,0.00,180699.41,SYNTHETIC procurement SYN-PROC-2026-0119,synthetic
10f10044-e6e1-5dba-b60f-b3044fb4a6a5,1867c2f1-cf69-59b2-a42e-d546b2128fb4,2026-01-24,procurement,procurement,d9f91d9b-7782-5476-8690-aaff63818c52,9220.87,0.00,120428.84,SYNTHETIC procurement SYN-PROC-2026-0120,synthetic
04843133-0366-5fce-ba94-34b940cf71d9,57090268-e509-52e9-a8dc-76a310543e4d,2026-06-17,procurement,procurement,05d5b3a5-ce83-57b4-b4ac-eb579c3f80e2,22526.05,0.00,39012.96,SYNTHETIC procurement SYN-PROC-2026-0121,synthetic
9a6ff71d-1676-57c4-b30e-d2005197b9d2,b293a166-efff-5a60-bd1c-ff7065fc3cf3,2026-06-15,procurement,procurement,907b21cb-7737-5cfc-bbcf-32d12e237593,10039.75,0.00,16097.68,SYNTHETIC procurement SYN-PROC-2026-0122,synthetic
7a682061-dd02-5494-b516-023b485feaa3,4a3307b7-74ab-512f-8369-aeb5f02cb65c,2026-03-13,procurement,procurement,afc2f70a-2afd-59f9-92cf-08ef11ebedf4,36923.50,0.00,63301.55,SYNTHETIC procurement SYN-PROC-2026-0123,synthetic
a1b68195-4b59-5a00-bb10-be7b49e4cb64,7b13273e-85cd-5a8d-b67c-44f706f6957e,2026-05-24,procurement,procurement,7e78d995-c328-53b7-9a3e-9ba9f0de803f,15864.73,0.00,81891.86,SYNTHETIC procurement SYN-PROC-2026-0124,synthetic
37450170-0c6e-5515-8183-388fb796ae2a,a644c1da-b85e-589a-b228-ad30545a278e,2026-04-11,procurement,procurement,0ae67bb2-0445-5517-ae6a-004067a8b9f7,23110.29,0.00,63366.06,SYNTHETIC procurement SYN-PROC-2026-0125,synthetic
4873b8bc-89dd-532d-a981-adf66e51da68,84f8d927-f24e-5037-871e-697196070402,2026-06-24,procurement,procurement,1447822d-87ea-5be0-a6d3-0ac484fe5bd8,31667.98,0.00,31667.98,SYNTHETIC procurement SYN-PROC-2026-0126,synthetic
491d49b8-36e2-5fa8-87a6-5ceb015bae89,b46ad471-88b4-5059-af95-a2291bb6b93f,2026-06-25,procurement,procurement,504371b1-cdd2-59c2-854b-cee16ff1eb11,38038.62,0.00,124627.75,SYNTHETIC procurement SYN-PROC-2026-0127,synthetic
a612f57d-b306-5394-9c55-66caffe0050c,24aff973-7678-5689-a9ed-67f64a577d80,2026-02-22,procurement,procurement,a79a2759-1dd9-533a-b66e-76e146257935,36527.24,0.00,68624.97,SYNTHETIC procurement SYN-PROC-2026-0128,synthetic
92229a0f-17d7-5b20-8861-e9571b99641b,24aff973-7678-5689-a9ed-67f64a577d80,2026-04-28,procurement,procurement,1c1b085d-c631-52b2-8ab2-f8955fa82a71,46194.24,0.00,114819.21,SYNTHETIC procurement SYN-PROC-2026-0129,synthetic
0789b055-36da-5a1a-99e8-a2de08e976f7,62da20c7-3d66-5a59-8ced-4312314e393c,2026-03-01,procurement,procurement,97561718-1c1f-51c4-93d4-0468d283ac4a,14785.82,0.00,195485.23,SYNTHETIC procurement SYN-PROC-2026-0130,synthetic
0341755a-0996-5450-8944-340c4802c06b,8ca25e8f-3286-506e-b86c-cf78499cbca0,2026-04-03,procurement,procurement,1f00e3dd-3996-5a5a-92eb-4fdc29148fa5,14135.17,0.00,50483.03,SYNTHETIC procurement SYN-PROC-2026-0131,synthetic
05b28456-7a7b-5189-9ffa-83acf7780621,23433e80-4b4d-5fc9-828c-d1237653f7e8,2026-03-10,procurement,procurement,8f70fccc-4e9b-512a-8289-93d6464bac89,26436.06,0.00,26436.06,SYNTHETIC procurement SYN-PROC-2026-0132,synthetic
e659f642-52bd-56b3-9a90-3cd9a9b0b861,57090268-e509-52e9-a8dc-76a310543e4d,2026-01-09,procurement,procurement,a5a452b7-eb92-5f61-b735-81be00c0a851,35705.21,0.00,74718.17,SYNTHETIC procurement SYN-PROC-2026-0133,synthetic
a380ef97-8349-5a68-9c81-48324a6fb681,b46ad471-88b4-5059-af95-a2291bb6b93f,2026-01-10,procurement,procurement,50bfd725-7142-52dc-bbc2-b1555b585440,36470.55,0.00,161098.30,SYNTHETIC procurement SYN-PROC-2026-0134,synthetic
ecaecfe2-2ae5-5e6b-abb8-d0fe238203d4,c35fb433-6404-5672-b66f-5f62d0b4dc15,2026-02-25,procurement,procurement,da1c237b-dc12-5a97-8095-76ba2e51abbd,13919.93,0.00,122207.21,SYNTHETIC procurement SYN-PROC-2026-0135,synthetic
dc430619-9be7-5e02-b959-841fdd77943a,931f529a-503d-533c-bec3-adb440066644,2026-06-08,procurement,procurement,255ed357-7558-5d57-adda-d43a765dfb41,37968.87,0.00,89444.63,SYNTHETIC procurement SYN-PROC-2026-0136,synthetic
332f20b4-19da-5117-aaf9-62362741036b,dbd2937a-c59d-5a9d-a0fb-76f4cf8398a2,2026-01-28,procurement,procurement,f32a8503-0367-5bec-98ac-1a9666cee04a,27181.11,0.00,46774.16,SYNTHETIC procurement SYN-PROC-2026-0137,synthetic
b7f50e1f-ec90-550d-ad3c-d243702170c1,c5243872-96d3-558c-ac8f-1e901a0e9f28,2026-02-26,procurement,procurement,bb8e0edd-286e-5dfd-a5f3-eee99d86bb07,31375.51,0.00,31375.51,SYNTHETIC procurement SYN-PROC-2026-0138,synthetic
819286a1-9d36-5fe4-a66d-586137080bf2,4a3307b7-74ab-512f-8369-aeb5f02cb65c,2026-01-13,procurement,procurement,7249995b-26d0-5cea-ad2b-a81b160d8322,28326.19,0.00,91627.74,SYNTHETIC procurement SYN-PROC-2026-0139,synthetic
60e2715c-2351-5e7e-96e6-4ce91e69e5b6,deb4c617-e88b-5975-bb0e-5c244580e5bd,2026-03-12,procurement,procurement,c9b2b015-b3b2-56c9-bd9d-dfc0fd783883,13349.16,0.00,13349.16,SYNTHETIC procurement SYN-PROC-2026-0140,synthetic
56c8bbeb-1174-5871-98bb-8450c5f0eed9,7b13273e-85cd-5a8d-b67c-44f706f6957e,2026-06-16,procurement,procurement,57bb1d02-7a9f-5c31-af14-e6edd378169b,36440.31,0.00,118332.17,SYNTHETIC procurement SYN-PROC-2026-0141,synthetic
83e3b967-335e-593c-bc63-fa7afe797213,1a72d6d2-3a5e-5d1e-afcb-7cbd0c3a98a2,2026-03-28,procurement,procurement,e178b1bb-53bb-5231-9f3e-29f1a9e052cd,21144.74,0.00,72199.64,SYNTHETIC procurement SYN-PROC-2026-0142,synthetic
7c11721d-ebda-5d1d-8c89-29517a98ef7e,5ab7d3e2-e9cc-5859-bdbc-46f09de27fa8,2026-01-10,procurement,procurement,a05f5ba0-7d4a-5776-97aa-937ed562286b,37984.37,0.00,37984.37,SYNTHETIC procurement SYN-PROC-2026-0143,synthetic
9ddffb9e-5988-5042-aac0-35b18bfa1130,24aff973-7678-5689-a9ed-67f64a577d80,2026-03-20,procurement,procurement,dae0a6d9-40f2-5c2d-a8cd-d8475ff94fac,31557.26,0.00,146376.47,SYNTHETIC procurement SYN-PROC-2026-0145,synthetic
47e2eeb0-1e56-5d2e-9d34-52a60bb24e18,ecc35567-845f-5270-94b0-5bb499ce1ffe,2026-06-06,procurement,procurement,c95808e9-4994-5366-bc4b-73337b679a49,6792.67,0.00,6792.67,SYNTHETIC procurement SYN-PROC-2026-0146,synthetic
28411944-f645-57f2-ae8d-310be1d9e66b,d79ad6b7-b73e-54c2-9ea1-822bb4d4554e,2026-04-14,procurement,procurement,ed671b8e-7c6c-5474-80bd-536d0dd23ca0,25968.21,0.00,79439.54,SYNTHETIC procurement SYN-PROC-2026-0147,synthetic
7c78024f-1072-5d4c-b924-203c473860eb,ff0ab9fe-510d-52c8-b082-9fca8e5de48e,2026-02-20,procurement,procurement,8d4ded59-be17-5da2-8cbd-96015d50cab7,9152.22,0.00,121045.59,SYNTHETIC procurement SYN-PROC-2026-0149,synthetic
0c910aac-02ed-50b6-93b9-bf1db6eac8d7,1867c2f1-cf69-59b2-a42e-d546b2128fb4,2026-05-03,procurement,procurement,ff444ab4-9b59-5e2e-b0b4-ede6ce2a3c27,28804.91,0.00,149233.75,SYNTHETIC procurement SYN-PROC-2026-0150,synthetic
07536766-b38e-524a-80d2-872d0fd1aa14,fd7b88af-a07a-5185-8b8f-ef310c498b74,2026-02-05,procurement,procurement,a776a5ae-700d-55b2-99e2-cefc1f3adc45,11952.20,0.00,34472.47,SYNTHETIC procurement SYN-PROC-2026-0151,synthetic
abc09fee-eeb9-5389-906c-6b935a4def5e,deb4c617-e88b-5975-bb0e-5c244580e5bd,2026-03-25,procurement,procurement,7eaeab7a-48c8-5a0b-8969-824391fdfbcd,13552.83,0.00,26901.99,SYNTHETIC procurement SYN-PROC-2026-0152,synthetic
3b884a02-72ba-594d-9090-46e66f484c2e,87bbd5a3-3bbe-573a-a7f9-6e1f95f1fdba,2026-01-14,procurement,procurement,9b3cdd71-b353-555e-bb68-44051b318fdd,27071.22,0.00,47411.83,SYNTHETIC procurement SYN-PROC-2026-0153,synthetic
2c681b91-8d48-5c5a-81f3-f2144aa83ef8,70ccacd5-972a-50c6-a77d-585aefc9e7b9,2026-02-10,procurement,procurement,e7793974-1981-5d43-85b4-ba64bf9f1448,41981.91,0.00,66930.24,SYNTHETIC procurement SYN-PROC-2026-0154,synthetic
6cdfdc0d-8efa-5952-9398-c2f1573850ad,fd7b88af-a07a-5185-8b8f-ef310c498b74,2026-04-17,procurement,procurement,9b369074-3a84-57d5-9b5a-19448c488365,38008.49,0.00,72480.96,SYNTHETIC procurement SYN-PROC-2026-0155,synthetic
0c387184-01ad-5ecd-bfca-51cc2befdff1,5ab7d3e2-e9cc-5859-bdbc-46f09de27fa8,2026-03-18,procurement,procurement,3af5356f-0c5b-50e9-9b04-d8ca11df420d,10170.96,0.00,48155.33,SYNTHETIC procurement SYN-PROC-2026-0156,synthetic
d39dfb68-2b96-53ba-9cb9-c05cc3ab7853,0423553d-c603-5259-85a2-df1e0b624403,2026-05-12,procurement,procurement,cb6eb184-f1b8-5da7-b386-c26271940f1b,20129.58,0.00,54372.92,SYNTHETIC procurement SYN-PROC-2026-0158,synthetic
3af62293-70f4-5675-8828-ce43a21c0029,ecc35567-845f-5270-94b0-5bb499ce1ffe,2026-02-05,procurement,procurement,ed50d7d5-3ac4-52f4-bb5d-f390f48f98d8,6297.72,0.00,13090.39,SYNTHETIC procurement SYN-PROC-2026-0159,synthetic
9fb15a85-189d-5799-91a7-be3b02291782,70ccacd5-972a-50c6-a77d-585aefc9e7b9,2026-01-01,procurement,procurement,8dfd5931-a6a3-5017-8a20-1e589958cf45,19325.31,0.00,86255.55,SYNTHETIC procurement SYN-PROC-2026-0160,synthetic
782c2ee3-721f-50d0-a1b3-a20e8e384981,fd7b88af-a07a-5185-8b8f-ef310c498b74,2026-03-04,procurement,procurement,0e1c2ed1-a8ea-5360-a5e6-dfb4acc48f66,7895.45,0.00,80376.41,SYNTHETIC procurement SYN-PROC-2026-0161,synthetic
ea66d7c5-5ce9-5758-8eec-4a534f85ca74,777fa239-e1b9-5891-bef8-b6500c7b8824,2026-01-21,procurement,procurement,878222a2-f5e7-513a-b3fe-95ad4d2b9b8b,37963.55,0.00,85045.50,SYNTHETIC procurement SYN-PROC-2026-0162,synthetic
cc9e0dc3-f434-5d59-b413-4b69ef1de496,24aff973-7678-5689-a9ed-67f64a577d80,2026-06-22,procurement,procurement,7bdbe041-1824-5065-86b6-8fc448f176d2,11208.90,0.00,157585.37,SYNTHETIC procurement SYN-PROC-2026-0163,synthetic
8f0d0d8d-2a51-51da-abb4-d8e5f2a9a47c,9e0bcbe3-5678-5b4b-a6a5-64520cb23ff4,2026-04-28,procurement,procurement,13c373fa-aa6d-5cd0-8dbf-b4e1ce4592d0,31762.27,0.00,62715.49,SYNTHETIC procurement SYN-PROC-2026-0164,synthetic
f6ac487f-9611-5a5e-97b8-94b39cf9dbcf,e23f1a83-3a70-5313-b980-1dc1a498a8f3,2026-06-22,procurement,procurement,9a1936ba-015d-5412-a313-2d7d912b03c2,11882.87,0.00,92952.85,SYNTHETIC procurement SYN-PROC-2026-0165,synthetic
3bce8b48-db15-5462-8a76-5a74811b7804,7b13273e-85cd-5a8d-b67c-44f706f6957e,2026-06-15,procurement,procurement,2229fdb4-d4ee-5113-9c4b-52c424df3095,34501.24,0.00,152833.41,SYNTHETIC procurement SYN-PROC-2026-0166,synthetic
40b597af-371a-565d-9bce-01e9c3264f91,01213c68-e6ce-5141-84ed-04d7577bbec7,2026-02-02,procurement,procurement,9addaca6-0100-5d49-97eb-07ee0ccd92d4,30731.61,0.00,89435.02,SYNTHETIC procurement SYN-PROC-2026-0167,synthetic
465a872d-8ec0-5839-981e-3cefd33b8dbf,a7912009-53e9-5087-9ae4-f84f5f952c82,2026-03-12,procurement,procurement,1ecd174f-7983-58e6-b7ce-fecb6e93c4de,7661.45,0.00,55269.33,SYNTHETIC procurement SYN-PROC-2026-0168,synthetic
e9cca353-8afd-5e43-a10f-d6cc548b6cff,1867c2f1-cf69-59b2-a42e-d546b2128fb4,2026-04-11,procurement,procurement,2421ca35-9f52-5eac-95f5-c4f23b05e03e,17582.51,0.00,166816.26,SYNTHETIC procurement SYN-PROC-2026-0169,synthetic
98ae1045-c9d9-5346-bd78-f73e603601d6,a644c1da-b85e-589a-b228-ad30545a278e,2026-04-20,procurement,procurement,1688b36b-f87f-5f4c-b02a-66b630ec6129,16058.77,0.00,79424.83,SYNTHETIC procurement SYN-PROC-2026-0170,synthetic
24234c4f-fab6-52e1-8b0b-e14266bbbb74,41a010ef-e1a9-552a-824a-ac8b5bc6a4e6,2026-01-03,procurement,procurement,f51c16ae-833f-5d4b-bad3-0cd87a9cc0f9,27047.12,0.00,74563.55,SYNTHETIC procurement SYN-PROC-2026-0172,synthetic
e5d57f92-97ca-5e43-ba75-b8e69641e7a2,d0948db4-f218-5454-8105-b6f888e98eb2,2026-04-02,procurement,procurement,df50d2b8-9134-5fb2-8639-73a21bed33be,10423.29,0.00,43391.97,SYNTHETIC procurement SYN-PROC-2026-0173,synthetic
873f2de5-7799-5ee7-b752-063f4558fe24,d0948db4-f218-5454-8105-b6f888e98eb2,2026-04-12,procurement,procurement,36bef026-3908-52ef-a91e-939513b7f499,28246.57,0.00,71638.54,SYNTHETIC procurement SYN-PROC-2026-0174,synthetic
d41b421d-8e96-5c05-8e68-8793e751f187,41a010ef-e1a9-552a-824a-ac8b5bc6a4e6,2026-01-01,procurement,procurement,4e7c6ee2-5c9e-5c09-98fe-df47c360be84,17010.45,0.00,91574.00,SYNTHETIC procurement SYN-PROC-2026-0175,synthetic
31fbde18-5e8a-5b1d-85fb-44a159fd6df2,70ccacd5-972a-50c6-a77d-585aefc9e7b9,2026-05-10,procurement,procurement,eede6aea-fb95-57cd-8f0d-e2a7043256da,33724.25,0.00,119979.80,SYNTHETIC procurement SYN-PROC-2026-0176,synthetic
9748ff10-97e2-5d35-be3c-cb7be462b514,84f8d927-f24e-5037-871e-697196070402,2026-03-22,procurement,procurement,47994612-de08-5b32-936c-78373f128353,25497.50,0.00,57165.48,SYNTHETIC procurement SYN-PROC-2026-0177,synthetic
ab0aa6c5-d59c-52c9-abb9-177142281038,ecc35567-845f-5270-94b0-5bb499ce1ffe,2026-06-06,procurement,procurement,51d189b0-0dc8-536d-9c8b-05709d09e466,25127.94,0.00,38218.33,SYNTHETIC procurement SYN-PROC-2026-0178,synthetic
ac846b2e-69e0-5b60-9ea6-5ea038cf169c,c5243872-96d3-558c-ac8f-1e901a0e9f28,2026-05-12,procurement,procurement,60f5e38e-c0d0-5ef4-baea-c7aae0403c1e,38893.34,0.00,70268.85,SYNTHETIC procurement SYN-PROC-2026-0179,synthetic
b6a72e7a-e3c1-5113-8b57-a4457b804671,ecc35567-845f-5270-94b0-5bb499ce1ffe,2026-05-14,procurement,procurement,c69556b5-bb99-5cee-8bfa-d2535a745bf2,33473.55,0.00,71691.88,SYNTHETIC procurement SYN-PROC-2026-0180,synthetic
93d6f04c-fe29-531a-ba3d-255bb1b53e50,01213c68-e6ce-5141-84ed-04d7577bbec7,2026-03-07,procurement,procurement,19e27314-2906-5f3f-86b0-21cd3b9a917b,35629.99,0.00,125065.01,SYNTHETIC procurement SYN-PROC-2026-0183,synthetic
f65a56ff-f077-5225-9004-3e8dcd561681,4a3307b7-74ab-512f-8369-aeb5f02cb65c,2026-02-06,procurement,procurement,ab83da93-8654-5105-ad06-ad6729b5ea09,27637.79,0.00,119265.53,SYNTHETIC procurement SYN-PROC-2026-0184,synthetic
3a3b333c-8495-588e-bbdf-02ecc2844492,7b13273e-85cd-5a8d-b67c-44f706f6957e,2026-03-21,procurement,procurement,3e3c5599-9ec1-57e1-872e-2c5baba1492b,18173.19,0.00,171006.60,SYNTHETIC procurement SYN-PROC-2026-0185,synthetic
89114636-f5a8-5069-b3b6-dac8d5989c24,01213c68-e6ce-5141-84ed-04d7577bbec7,2026-03-16,procurement,procurement,4b7000bc-b9e0-51e9-82c7-a639e21e1407,19371.00,0.00,144436.01,SYNTHETIC procurement SYN-PROC-2026-0186,synthetic
b2b5b93e-d810-5655-b4af-ffb1bca3d036,70ccacd5-972a-50c6-a77d-585aefc9e7b9,2026-04-07,procurement,procurement,86b55f4f-64a0-506e-8908-92ab8c860b25,28859.97,0.00,148839.77,SYNTHETIC procurement SYN-PROC-2026-0187,synthetic
fab9cbb4-1eaf-57f9-9535-ef34c9a01cff,94dd0a69-bd62-5b21-9ecd-debd59365206,2026-03-17,procurement,procurement,b81bef26-fecd-5367-b8e7-a1b24fd9dcff,36278.34,0.00,107159.84,SYNTHETIC procurement SYN-PROC-2026-0188,synthetic
0ffdf69b-5847-50d6-b47f-cf89b80f4876,5ab7d3e2-e9cc-5859-bdbc-46f09de27fa8,2026-04-28,procurement,procurement,db2283d1-c24a-550e-8488-c699b8768e95,28197.47,0.00,76352.80,SYNTHETIC procurement SYN-PROC-2026-0189,synthetic
645f96ae-a914-5a06-ad6f-145c5483c1a7,4f82da27-704a-56cf-99b4-1c72eb8cafd6,2026-02-16,procurement,procurement,d80325a9-7dc4-5e82-b6f8-c87ecc788fcb,37479.21,0.00,62773.11,SYNTHETIC procurement SYN-PROC-2026-0190,synthetic
f4de0ba3-94bb-551e-bb2f-3d52c9e8a66f,23433e80-4b4d-5fc9-828c-d1237653f7e8,2026-02-19,procurement,procurement,60662f74-bcd6-50c0-b50e-70f6a6d552c3,22364.27,0.00,48800.33,SYNTHETIC procurement SYN-PROC-2026-0191,synthetic
b7ddcf8e-ad4c-5b2e-8625-01da95cf0c2f,01213c68-e6ce-5141-84ed-04d7577bbec7,2026-01-14,procurement,procurement,e3f202e4-1eb7-5b08-b7cd-8a802d9f342f,15171.33,0.00,159607.34,SYNTHETIC procurement SYN-PROC-2026-0192,synthetic
4d945f4b-94f3-531f-8938-92dc7e98c672,b293a166-efff-5a60-bd1c-ff7065fc3cf3,2026-02-04,procurement,procurement,b308e457-e391-5c45-90c9-eb004d22ef2d,26827.44,0.00,42925.12,SYNTHETIC procurement SYN-PROC-2026-0194,synthetic
8ebf0b78-b01c-5a4c-a64f-aa8252bbbd99,d0948db4-f218-5454-8105-b6f888e98eb2,2026-05-02,procurement,procurement,e58dfab4-8885-5b14-a226-a67b3d03f3dc,6591.32,0.00,78229.86,SYNTHETIC procurement SYN-PROC-2026-0195,synthetic
be695235-50d0-5544-b196-91525073352e,9e0bcbe3-5678-5b4b-a6a5-64520cb23ff4,2026-05-11,procurement,procurement,64f9c1d7-e045-562e-ad05-28c3b62bafc9,15728.11,0.00,78443.60,SYNTHETIC procurement SYN-PROC-2026-0196,synthetic
73fe3e39-089e-5e69-868a-aad1786becf2,9e0bcbe3-5678-5b4b-a6a5-64520cb23ff4,2026-06-19,procurement,procurement,f4d3fcb7-bc15-5593-8aab-ba58596628fb,25300.19,0.00,103743.79,SYNTHETIC procurement SYN-PROC-2026-0197,synthetic
00ae3b84-adc0-5106-9553-b98e0489afca,9febcfb4-314c-5159-89a9-f56738306649,2026-06-28,procurement,procurement,9a82bcb8-127b-5fe2-9f5d-a640f2f505bc,5790.79,0.00,89524.39,SYNTHETIC procurement SYN-PROC-2026-0198,synthetic
1ce3f6ae-c5af-56c4-b3c6-6c59495581fa,2710acc5-cd4c-5876-ad24-d5416cd040b5,2026-05-16,procurement,procurement,6cf25883-e30a-58a4-b381-51acfb50f7f5,14492.12,0.00,45409.86,SYNTHETIC procurement SYN-PROC-2026-0199,synthetic
fbd406fb-9ff9-58f9-9046-3990f78e48fe,d3672b5a-1ab8-5a43-86e4-2f1f8a684393,2026-06-04,procurement,procurement,59da95ae-cedc-5533-a26d-88ae11a1c460,14950.70,0.00,112329.10,SYNTHETIC procurement SYN-PROC-2026-0200,synthetic
d561cd04-70f6-5e76-88be-51021917f1cd,fd7b88af-a07a-5185-8b8f-ef310c498b74,2026-05-16,adjustment,farmer_payment,e35fa16d-4064-5011-9929-00daaa14d288,0.00,22074.81,58301.60,SYNTHETIC payment SYN-FPAY-2026-001,synthetic
4d10e0c2-c2b5-5f20-b22e-916ebfbd7c91,5ab7d3e2-e9cc-5859-bdbc-46f09de27fa8,2026-06-05,adjustment,farmer_payment,215296b4-bfb6-54fd-9f21-d734b1396e1c,0.00,13929.71,62423.09,SYNTHETIC payment SYN-FPAY-2026-002,synthetic
c447e25d-91de-51dd-97f7-ff023440a7e0,62da20c7-3d66-5a59-8ced-4312314e393c,2026-04-17,advance,farmer_payment,50a2faac-1c1f-5cc8-93de-2ccaa0975b2e,0.00,10666.97,184818.26,SYNTHETIC payment SYN-FPAY-2026-003,synthetic
33c8cd66-101c-575b-965d-7d0c88d504ca,e1718eba-bbf2-599a-a144-583cf98a23d3,2026-03-18,adjustment,farmer_payment,be1a3656-53f1-5cd8-8aaf-6efd8ee4edc1,0.00,10148.60,28562.53,SYNTHETIC payment SYN-FPAY-2026-004,synthetic
7b35e7f8-f720-5d1d-8a1f-023bd1aa94b8,7b13273e-85cd-5a8d-b67c-44f706f6957e,2026-06-09,advance,farmer_payment,d53c1491-4336-54ab-aa01-f3673fbc3b11,0.00,16031.76,154974.84,SYNTHETIC payment SYN-FPAY-2026-005,synthetic
840c0519-cdb5-58e5-82f4-593613c6d277,41a010ef-e1a9-552a-824a-ac8b5bc6a4e6,2026-05-10,final,farmer_payment,5dccd7a3-b886-5b5f-bba9-9143c07c503f,0.00,7171.94,84402.06,SYNTHETIC payment SYN-FPAY-2026-006,synthetic
8c6783a8-136c-55c3-a020-cce3b411f825,ecc35567-845f-5270-94b0-5bb499ce1ffe,2026-02-23,final,farmer_payment,d2ca7f06-61b8-5ec9-9f4b-8738e3c4bc01,0.00,18214.73,53477.15,SYNTHETIC payment SYN-FPAY-2026-007,synthetic
362aabdd-813d-5633-b006-4719e34f0610,d34fb40d-0a1f-5dfe-9afb-803175d24e26,2026-05-26,final,farmer_payment,c9d46c04-b902-5aa0-a000-4bc20fa3e8a2,0.00,18598.28,-18598.28,SYNTHETIC payment SYN-FPAY-2026-008,synthetic
75371da0-500e-5d43-82fb-54ace504beee,24aff973-7678-5689-a9ed-67f64a577d80,2026-06-18,final,farmer_payment,17f02a0d-f123-5a51-a260-6d407d8040d9,0.00,10732.97,146852.40,SYNTHETIC payment SYN-FPAY-2026-009,synthetic
d30adddc-19a9-5fff-a1fc-b3d2ae883989,fd7b88af-a07a-5185-8b8f-ef310c498b74,2026-02-10,adjustment,farmer_payment,4970e156-1df6-584f-9a05-ae00231b9881,0.00,2967.53,55334.07,SYNTHETIC payment SYN-FPAY-2026-010,synthetic
a3c5d9bf-f6af-5b47-b96a-c2776eda390f,d34fb40d-0a1f-5dfe-9afb-803175d24e26,2026-04-21,final,farmer_payment,98a67f63-b152-53b2-b3e8-289fb877f010,0.00,7898.21,-26496.49,SYNTHETIC payment SYN-FPAY-2026-011,synthetic
3f318494-01ba-590f-b3f9-0380ed822a00,eab53f31-02a3-5c3b-8740-8ff1a7e4cff4,2026-05-09,adjustment,farmer_payment,15880876-47bc-5728-bda0-9334fe2d5953,0.00,23459.55,-4283.40,SYNTHETIC payment SYN-FPAY-2026-012,synthetic
6fb3e37c-bdcb-5db8-8d3b-cf1da50ee5aa,931f529a-503d-533c-bec3-adb440066644,2026-01-20,advance,farmer_payment,7ce78d2f-d572-56e5-9ee2-c05be420729b,0.00,19040.49,70404.14,SYNTHETIC payment SYN-FPAY-2026-013,synthetic
ac0e4764-bb82-5151-a34a-27c9fda3046f,5ab7d3e2-e9cc-5859-bdbc-46f09de27fa8,2026-06-17,advance,farmer_payment,e52210bd-97ed-52a0-a958-a0d628a69ed6,0.00,7190.45,55232.64,SYNTHETIC payment SYN-FPAY-2026-014,synthetic
8cd8435b-6fec-5803-a23d-eba2ee971025,24374f65-2e9d-5ebd-880d-31b313d58b99,2026-04-11,advance,farmer_payment,f991c269-834b-5b64-9639-ba3ad3a84a27,0.00,18499.24,-18499.24,SYNTHETIC payment SYN-FPAY-2026-015,synthetic
480651be-3d23-5afc-82c0-3a553bb7b4a5,fd7b88af-a07a-5185-8b8f-ef310c498b74,2026-02-01,advance,farmer_payment,d8b1834b-e6c4-5dec-bdd9-5eb0017e11e0,0.00,24183.93,31150.14,SYNTHETIC payment SYN-FPAY-2026-016,synthetic
05c74b92-eb7c-5f17-9566-eb5e2c20281c,7b13273e-85cd-5a8d-b67c-44f706f6957e,2026-04-16,final,farmer_payment,c6ad424c-2fa7-58ed-bd78-eb09a4be32a3,0.00,16962.39,138012.45,SYNTHETIC payment SYN-FPAY-2026-017,synthetic
17afc602-42ba-5c33-8dd1-130746cedb19,01213c68-e6ce-5141-84ed-04d7577bbec7,2026-06-02,advance,farmer_payment,43b17d5a-0ac1-5681-bb8d-75f62bf25c8e,0.00,22882.55,136724.79,SYNTHETIC payment SYN-FPAY-2026-018,synthetic
62e89e59-be2a-59f3-9b3a-dc7512ce9190,24aff973-7678-5689-a9ed-67f64a577d80,2026-02-18,advance,farmer_payment,8ac127af-ed2a-5063-8512-2c4b167e4f71,0.00,18989.79,127862.61,SYNTHETIC payment SYN-FPAY-2026-019,synthetic
65c9c6b3-268c-53b4-a672-bddc8fe21bb2,0423553d-c603-5259-85a2-df1e0b624403,2026-02-02,final,farmer_payment,ccc63e95-bbc2-5cca-92ea-12ee95478ed8,0.00,24934.95,29437.97,SYNTHETIC payment SYN-FPAY-2026-020,synthetic
d0408707-7f45-5707-9217-8b5a217fe646,5249407a-5f5a-5e28-831a-a633e8ff7efa,2026-06-28,advance,farmer_payment,3ee14cc9-0d04-5fed-8eda-3b5dd2f62693,0.00,23298.91,-23298.91,SYNTHETIC payment SYN-FPAY-2026-021,synthetic
