id,procurement_number,farmer_id,crop_type_id,crop_code,village_id,procurement_date,bag_count,gross_weight_kg,moisture_pct,net_weight_kg,rate_per_quintal,gross_amount,deduction_amount,net_amount,status,notes,data_source
b2df7a1f-08ab-5ee1-897e-a0f0e135117c,SYN-PROC-2026-0068,a5160272-e428-5c25-b4ca-55b56dd6a1c2,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-05-23,22,1227.184,15.10,1041.879,2157.32,22476.66,108.50,22368.16,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
6083772f-278d-53e1-8373-40d52261baf0,SYN-PROC-2026-0069,80552a75-5918-5180-8b53-f814269fbab3,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-16,36,1953.880,12.03,1718.828,1888.27,32456.11,262.51,32193.60,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
c22888eb-1fd5-57be-bf12-8046971dbce6,SYN-PROC-2026-0070,62da20c7-3d66-5a59-8ced-4312314e393c,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-18,38,2006.879,17.98,1646.042,2265.12,37284.83,262.34,37022.49,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
9bbcf10a-e02e-56d2-9202-6ab4a58a7198,SYN-PROC-2026-0071,9febcfb4-314c-5159-89a9-f56738306649,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-01-24,17,891.100,16.46,744.425,2385.26,17756.47,245.10,17511.37,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
df59551c-169c-5d1e-937e-4b4f0a472068,SYN-PROC-2026-0072,1867c2f1-cf69-59b2-a42e-d546b2128fb4,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-19,38,2141.493,17.88,1758.594,2349.79,41323.27,244.84,41078.43,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
8ca6711a-0799-59cd-8ba7-c430c1f12c95,SYN-PROC-2026-0073,9febcfb4-314c-5159-89a9-f56738306649,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-05-05,22,1070.019,12.33,938.086,2187.64,20521.94,387.49,20134.45,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
a98ccedc-bce2-514b-9ab6-cbff2b5f37e8,SYN-PROC-2026-0074,a7912009-53e9-5087-9ae4-f84f5f952c82,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-01-19,23,1255.146,14.64,1071.393,2155.31,23091.84,23.73,23068.11,draft,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
4bc13140-8315-561a-9ebc-6d3f4fe7b3bd,SYN-PROC-2026-0075,ed4fafc7-6f7f-586d-bccc-8e445a6c95a3,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-01-13,36,1765.337,15.78,1486.767,2116.08,31461.18,93.88,31367.30,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
6db12588-c6c6-50b8-a8fd-eb4001ed7468,SYN-PROC-2026-0076,9febcfb4-314c-5159-89a9-f56738306649,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-04,40,2348.088,15.64,1980.847,2337.22,46296.75,208.97,46087.78,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
e168d3df-7a6b-5e7f-9b7d-5d2f6fc3df81,SYN-PROC-2026-0077,70ccacd5-972a-50c6-a77d-585aefc9e7b9,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-03-28,32,1672.810,13.24,1451.330,1982.89,28778.28,425.97,28352.31,draft,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
e024470a-fe42-5f3e-a8eb-3a29aff881ee,SYN-PROC-2026-0078,c35fb433-6404-5672-b66f-5f62d0b4dc15,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-03-22,10,501.988,12.35,439.992,1822.52,8018.94,0.43,8018.51,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
0f76d775-7c37-5445-8281-2ea93e1149ac,SYN-PROC-2026-0079,d0948db4-f218-5454-8105-b6f888e98eb2,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-01-08,23,1331.640,16.22,1115.648,2236.21,24948.23,342.98,24605.25,draft,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
340c20e5-41d2-5564-b263-9ce48b1cee4d,SYN-PROC-2026-0080,1a72d6d2-3a5e-5d1e-afcb-7cbd0c3a98a2,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-14,12,667.486,15.89,561.422,2372.52,13319.85,220.21,13099.64,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
34e0dcd8-1bb9-588a-a606-f2780bcdac43,SYN-PROC-2026-0081,87bbd5a3-3bbe-573a-a7f9-6e1f95f1fdba,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-05-24,23,1245.407,12.94,1084.251,1891.23,20505.68,165.07,20340.61,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
160aa059-9b5e-5dcd-a232-deb3f4d367fd,SYN-PROC-2026-0082,e1718eba-bbf2-599a-a144-583cf98a23d3,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-01-20,7,423.163,16.41,353.722,2281.11,8068.79,4.17,8064.62,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
dd93306c-295e-5089-ab31-7ac6bcd9e4c4,SYN-PROC-2026-0083,b293a166-efff-5a60-bd1c-ff7065fc3cf3,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-05-19,6,371.964,13.34,322.344,1880.85,6062.81,4.88,6057.93,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
892fd578-5b26-5d28-b03b-92adcc4921cc,SYN-PROC-2026-0084,ed4fafc7-6f7f-586d-bccc-8e445a6c95a3,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-09,16,991.316,14.62,846.386,2344.27,19841.57,384.55,19457.02,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
e93868ce-ae9e-5918-95e7-343565ab5ffd,SYN-PROC-2026-0085,0423553d-c603-5259-85a2-df1e0b624403,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-04,15,789.259,16.16,661.715,2186.47,14468.20,273.50,14194.70,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
10346c26-9797-515e-9ade-ca50c044c1b5,SYN-PROC-2026-0086,80552a75-5918-5180-8b53-f814269fbab3,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-01-11,21,1103.042,17.82,906.480,2221.25,20135.19,207.23,19927.96,draft,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
13472b69-0ddb-58a2-843b-8b608bf22e4e,SYN-PROC-2026-0087,62da20c7-3d66-5a59-8ced-4312314e393c,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-14,8,405.009,12.72,353.492,2026.93,7165.04,89.62,7075.42,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
123cd5b7-9d53-5768-8d52-fac5052bcebd,SYN-PROC-2026-0088,c35fb433-6404-5672-b66f-5f62d0b4dc15,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-10,33,1990.951,14.91,1694.100,2108.66,35722.81,450.12,35272.69,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
8702bc35-e6a8-5ef1-b37a-4b0a1691f307,SYN-PROC-2026-0089,ecc35567-845f-5270-94b0-5bb499ce1ffe,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-05-01,40,2148.475,13.35,1861.654,2352.42,43793.92,99.38,43694.54,draft,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
8dc72b17-5c71-5c85-b0f7-146ba40b0cbe,SYN-PROC-2026-0090,7b13273e-85cd-5a8d-b67c-44f706f6957e,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-23,23,1267.857,12.55,1108.741,2050.42,22733.85,445.69,22288.16,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
48f2b8e6-4add-54da-abe1-4e109631d176,SYN-PROC-2026-0091,80552a75-5918-5180-8b53-f814269fbab3,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-20,37,2162.580,12.82,1885.337,2120.94,39986.87,617.94,39368.93,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
10cad50b-0516-5111-b21d-d4d02f46e52d,SYN-PROC-2026-0092,d8b6ba35-39d2-5f67-9971-e2203da0de0c,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-05-09,5,259.799,12.60,227.064,1976.08,4486.97,89.64,4397.33,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
1d780be8-51b6-5003-8a14-1139d8db859d,SYN-PROC-2026-0093,8ca25e8f-3286-506e-b86c-cf78499cbca0,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-12,26,1448.898,15.26,1227.796,2236.60,27460.89,176.73,27284.16,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
a7f0187e-3d0b-5e43-a80f-bb6787007253,SYN-PROC-2026-0094,ff0ab9fe-510d-52c8-b082-9fca8e5de48e,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-08,31,1506.943,16.47,1258.749,2311.57,29096.86,472.19,28624.67,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
934e5c3f-3086-5e15-96eb-018d8d135b47,SYN-PROC-2026-0095,62da20c7-3d66-5a59-8ced-4312314e393c,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-05,36,2214.272,12.25,1943.024,2089.61,40601.62,269.59,40332.03,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
0b4273ee-a515-51b7-8483-1d589ee58a7a,SYN-PROC-2026-0096,70ccacd5-972a-50c6-a77d-585aefc9e7b9,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-01,14,752.356,15.93,632.506,2146.31,13575.54,127.47,13448.07,draft,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
4d6b4e85-3959-54fa-91f8-9a9f67dc4f89,SYN-PROC-2026-0097,d8b6ba35-39d2-5f67-9971-e2203da0de0c,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-21,10,599.247,13.70,517.150,2057.80,10641.91,80.88,10561.03,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
7d1094be-d583-5e65-b89f-3a4ef861a5bd,SYN-PROC-2026-0098,ecc35567-845f-5270-94b0-5bb499ce1ffe,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-28,39,1891.601,12.14,1661.961,1989.35,33062.22,608.96,32453.26,draft,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
24e80356-189a-5ac4-8715-aa700bae3a8f,SYN-PROC-2026-0099,1867c2f1-cf69-59b2-a42e-d546b2128fb4,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-01-25,11,596.326,16.16,499.960,2371.03,11854.20,10.90,11843.30,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
40a747f0-3afb-5bab-814b-4ebfe4d93c15,SYN-PROC-2026-0100,01213c68-e6ce-5141-84ed-04d7577bbec7,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-05,20,1108.727,15.40,937.983,2337.76,21927.79,74.55,21853.24,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
7b07b572-acf0-5748-9684-30e45b6a2325,SYN-PROC-2026-0101,b9a7b8f1-c7d2-59de-976e-c64fa2dbf2ef,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-16,14,717.509,13.28,622.224,1937.87,12057.89,160.81,11897.08,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
b9e0da75-e096-5f0f-97a9-ac9e51365685,SYN-PROC-2026-0102,23433e80-4b4d-5fc9-828c-d1237653f7e8,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-18,15,735.511,13.89,633.349,2096.30,13276.90,79.44,13197.46,draft,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
c2654a81-f334-5bb8-b561-431eaa27faac,SYN-PROC-2026-0103,ff0ab9fe-510d-52c8-b082-9fca8e5de48e,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-03-07,29,1738.454,12.64,1518.713,2214.41,33630.53,241.44,33389.09,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
8354dcef-bb16-5bfa-89c0-7cbf34996d2f,SYN-PROC-2026-0104,ff0ab9fe-510d-52c8-b082-9fca8e5de48e,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-13,22,1058.494,17.19,876.539,2333.49,20453.95,398.28,20055.67,draft,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
c2f2dcab-2f53-52bb-8f47-7697b6092c78,SYN-PROC-2026-0105,1867c2f1-cf69-59b2-a42e-d546b2128fb4,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-03-25,19,1073.479,14.11,922.011,2290.99,21123.18,262.30,20860.88,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
e584b956-553f-559b-96c3-f4e484e38d27,SYN-PROC-2026-0106,a644c1da-b85e-589a-b228-ad30545a278e,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-27,13,738.341,13.81,636.376,1993.90,12688.70,78.40,12610.30,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
8b2e7834-4c1d-5de8-9357-b956cad6b222,SYN-PROC-2026-0107,4a3307b7-74ab-512f-8369-aeb5f02cb65c,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-03,23,1209.204,14.49,1033.990,2160.24,22336.67,351.36,21985.31,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
6798e37a-d168-5c93-add2-8896cdb3d4fe,SYN-PROC-2026-0108,d79ad6b7-b73e-54c2-9ea1-822bb4d4554e,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-03-27,15,773.964,16.95,642.777,2244.55,14427.45,232.71,14194.74,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
994791dc-5163-5c69-890c-691731238115,SYN-PROC-2026-0109,d8b6ba35-39d2-5f67-9971-e2203da0de0c,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-03,14,819.814,12.45,717.747,2002.90,14375.75,193.90,14181.85,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
ee0ecc6e-2691-55e8-a48b-00e71e9e997b,SYN-PROC-2026-0110,80552a75-5918-5180-8b53-f814269fbab3,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-01,21,1165.752,14.73,994.037,2301.85,22881.24,307.68,22573.56,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
6111567f-7bda-516b-88e4-d5add56e6a56,SYN-PROC-2026-0111,1a72d6d2-3a5e-5d1e-afcb-7cbd0c3a98a2,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-01-22,19,1037.413,13.24,900.060,2082.95,18747.80,122.99,18624.81,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
653744fb-50cd-5d93-91e4-d89709f7bfed,SYN-PROC-2026-0112,7b13273e-85cd-5a8d-b67c-44f706f6957e,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-23,24,1370.144,12.70,1196.136,2113.60,25281.53,18.82,25262.71,draft,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
be570f11-581a-503b-8cdb-2aacc3924c26,SYN-PROC-2026-0113,b46ad471-88b4-5059-af95-a2291bb6b93f,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-05-05,29,1576.179,16.02,1323.675,2322.94,30748.18,581.74,30166.44,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
566a4f33-0e41-51ce-875f-7b1fa636440b,SYN-PROC-2026-0114,1867c2f1-cf69-59b2-a42e-d546b2128fb4,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-21,11,656.389,13.23,569.549,2081.72,11856.42,66.33,11790.09,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
4cb20348-860d-5136-941f-00ba1a42d3c9,SYN-PROC-2026-0115,c35fb433-6404-5672-b66f-5f62d0b4dc15,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-28,28,1382.947,16.11,1160.154,2263.34,26258.23,513.53,25744.70,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
40d5b405-7145-52a9-8433-b08a0904d9de,SYN-PROC-2026-0116,94dd0a69-bd62-5b21-9ecd-debd59365206,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-01-28,34,1675.637,13.27,1453.280,2291.85,33307.00,646.88,32660.12,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
56e12dd4-1453-5164-8693-4620c31d52d2,SYN-PROC-2026-0117,d8b6ba35-39d2-5f67-9971-e2203da0de0c,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-26,18,881.290,16.59,735.084,2162.15,15893.62,68.64,15824.98,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
9f5cda2a-5b5e-510c-a1df-3fbc62bf6d0f,SYN-PROC-2026-0118,d8b6ba35-39d2-5f67-9971-e2203da0de0c,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-05-01,22,1320.389,12.29,1158.113,1839.00,21297.70,106.77,21190.93,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
b30672ef-7ad4-55e7-a75f-6ccb88212a2e,SYN-PROC-2026-0119,62da20c7-3d66-5a59-8ced-4312314e393c,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-01,27,1594.614,12.48,1395.606,1897.13,26476.46,92.27,26384.19,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
d9f91d9b-7782-5476-8690-aaff63818c52,SYN-PROC-2026-0120,1867c2f1-cf69-59b2-a42e-d546b2128fb4,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-01-24,9,492.007,16.67,409.989,2253.97,9241.03,20.16,9220.87,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
05d5b3a5-ce83-57b4-b4ac-eb579c3f80e2,SYN-PROC-2026-0121,57090268-e509-52e9-a8dc-76a310543e4d,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-17,24,1305.902,17.78,1073.713,2118.25,22743.93,217.88,22526.05,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
907b21cb-7737-5cfc-bbcf-32d12e237593,SYN-PROC-2026-0122,b293a166-efff-5a60-bd1c-ff7065fc3cf3,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-15,9,545.308,13.93,469.347,2144.50,10065.15,25.40,10039.75,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
afc2f70a-2afd-59f9-92cf-08ef11ebedf4,SYN-PROC-2026-0123,4a3307b7-74ab-512f-8369-aeb5f02cb65c,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-03-13,38,1980.886,15.03,1683.159,2229.06,37518.62,595.12,36923.50,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
7e78d995-c328-53b7-9a3e-9ba9f0de803f,SYN-PROC-2026-0124,7b13273e-85cd-5a8d-b67c-44f706f6957e,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-05-24,18,972.378,13.78,838.384,1924.14,16131.68,266.95,15864.73,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
0ae67bb2-0445-5517-ae6a-004067a8b9f7,SYN-PROC-2026-0125,a644c1da-b85e-589a-b228-ad30545a278e,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-11,21,1118.045,12.92,973.594,2376.90,23141.36,31.07,23110.29,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
1447822d-87ea-5be0-a6d3-0ac484fe5bd8,SYN-PROC-2026-0126,84f8d927-f24e-5037-871e-697196070402,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-24,28,1662.214,15.34,1407.230,2275.94,32027.71,359.73,31667.98,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
504371b1-cdd2-59c2-854b-cee16ff1eb11,SYN-PROC-2026-0127,b46ad471-88b4-5059-af95-a2291bb6b93f,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-25,32,1924.905,16.33,1610.568,2390.52,38500.95,462.33,38038.62,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
a79a2759-1dd9-533a-b66e-76e146257935,SYN-PROC-2026-0128,24aff973-7678-5689-a9ed-67f64a577d80,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-22,35,1789.880,12.65,1563.460,2353.61,36797.75,270.51,36527.24,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
1c1b085d-c631-52b2-8ab2-f8955fa82a71,SYN-PROC-2026-0129,24aff973-7678-5689-a9ed-67f64a577d80,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-28,40,2465.746,16.91,2048.788,2284.07,46795.75,601.51,46194.24,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
97561718-1c1f-51c4-93d4-0468d283ac4a,SYN-PROC-2026-0130,62da20c7-3d66-5a59-8ced-4312314e393c,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-03-01,16,829.213,13.52,717.103,2076.46,14890.36,104.54,14785.82,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
1f00e3dd-3996-5a5a-92eb-4fdc29148fa5,SYN-PROC-2026-0131,8ca25e8f-3286-506e-b86c-cf78499cbca0,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-03,14,817.230,17.83,671.518,2127.53,14286.75,151.58,14135.17,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
8f70fccc-4e9b-512a-8289-93d6464bac89,SYN-PROC-2026-0132,23433e80-4b4d-5fc9-828c-d1237653f7e8,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-03-10,25,1471.892,15.41,1245.073,2125.49,26463.90,27.84,26436.06,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
a5a452b7-eb92-5f61-b735-81be00c0a851,SYN-PROC-2026-0133,57090268-e509-52e9-a8dc-76a310543e4d,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-01-09,33,1889.816,14.91,1608.044,2232.61,35901.35,196.14,35705.21,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
50bfd725-7142-52dc-bbc2-b1555b585440,SYN-PROC-2026-0134,b46ad471-88b4-5059-af95-a2291bb6b93f,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-01-10,36,1993.575,13.85,1717.465,2166.16,37203.04,732.49,36470.55,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
da1c237b-dc12-5a97-8095-76ba2e51abbd,SYN-PROC-2026-0135,c35fb433-6404-5672-b66f-5f62d0b4dc15,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-25,13,763.077,13.74,658.230,2136.00,14059.79,139.86,13919.93,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
