id,expense_number,category_name,expense_date,amount,vendor_name,payment_mode_code,farm_id,asset_id,description,status,notes,data_source
7266c956-f7e7-5f78-92b0-0c9c7094ec2c,SYN-EXP-2026-078,Labor,2026-02-27,2641.92,SYN Fuel Depot,bank_transfer,4869e93c-ccb2-5a0e-92f3-16dc24472228,6253b5aa-3b5a-5d36-a127-dde27d77bd13,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
aaed1514-fd7c-5609-bb7a-13073cc51c25,SYN-EXP-2026-079,Maintenance,2026-05-18,2186.85,SYN Mechanic,upi,855399a6-8369-5ca3-a983-0943ea407109,6ea443c5-d83a-506c-b8ca-31cf2a41418c,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
aa7afbd5-4d1e-5daa-b12f-8246975de6ef,SYN-EXP-2026-080,Fuel,2026-02-25,9471.15,SYN Fuel Depot,upi,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
269ae66a-83e2-5975-93c4-a6d9978e5bf1,SYN-EXP-2026-081,Labor,2026-02-05,8594.46,SYN Agro Shop,bank_transfer,6cef879e-d49d-5896-836f-27a32f008903,a52bf857-e2c1-54a7-a80f-3d901690a351,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
443de068-face-53bf-9483-e7f23e5d5cb3,SYN-EXP-2026-082,Labor,2026-05-21,3370.86,SYN Transport,upi,4869e93c-ccb2-5a0e-92f3-16dc24472228,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
893fce61-4471-5b7c-b032-b8b0d2fb6a3b,SYN-EXP-2026-083,Fuel,2026-04-17,9047.67,SYN Mechanic,upi,4869e93c-ccb2-5a0e-92f3-16dc24472228,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
b405215d-558c-51cd-8a41-3a80702c0264,SYN-EXP-2026-084,Fuel,2026-06-03,8825.00,SYN Transport,bank_transfer,4869e93c-ccb2-5a0e-92f3-16dc24472228,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
ad2f20c2-272e-5787-bf08-caefe2a5e1a5,SYN-EXP-2026-085,Miscellaneous,2026-02-14,9933.20,SYN Transport,upi,855399a6-8369-5ca3-a983-0943ea407109,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
7dcc27ff-f609-5874-859f-8f00cadcb5b5,SYN-EXP-2026-086,Maintenance,2026-05-19,1741.01,SYN Transport,upi,855399a6-8369-5ca3-a983-0943ea407109,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
9adb9826-eb05-58fc-9d96-b0ffad33eb8d,SYN-EXP-2026-087,Fuel,2026-06-26,10073.09,SYN Fuel Depot,cash,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
0358517c-71b0-5eb3-81fe-85b6f3447ec9,SYN-EXP-2026-088,Miscellaneous,2026-01-14,2587.35,SYN Agro Shop,bank_transfer,6cef879e-d49d-5896-836f-27a32f008903,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
222d482c-d28e-505f-81f1-e217369b7ed2,SYN-EXP-2026-089,Maintenance,2026-01-21,4453.14,SYN Fuel Depot,upi,855399a6-8369-5ca3-a983-0943ea407109,6253b5aa-3b5a-5d36-a127-dde27d77bd13,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
356ff6a3-ff31-53a6-bd45-9009ab3737ea,SYN-EXP-2026-090,Miscellaneous,2026-06-10,8766.66,SYN Agro Shop,upi,6cef879e-d49d-5896-836f-27a32f008903,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
ba804a7a-8fc1-5709-b8ae-a5346aab23cb,SYN-EXP-2026-091,Fuel,2026-01-07,5826.32,SYN Agro Shop,bank_transfer,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,a52bf857-e2c1-54a7-a80f-3d901690a351,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
008878e6-e316-5b1b-af7b-c03e2c3370f2,SYN-EXP-2026-092,Miscellaneous,2026-01-01,8408.05,SYN Fuel Depot,upi,6cef879e-d49d-5896-836f-27a32f008903,6ea443c5-d83a-506c-b8ca-31cf2a41418c,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
d277ee51-56d4-5f73-8a1d-47f2d88dd8b3,SYN-EXP-2026-093,Fuel,2026-02-13,1254.11,SYN Fuel Depot,cash,6cef879e-d49d-5896-836f-27a32f008903,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
7f224d91-519d-5bb9-8dec-f04246011f28,SYN-EXP-2026-094,Maintenance,2026-02-13,9326.83,SYN Agro Shop,bank_transfer,855399a6-8369-5ca3-a983-0943ea407109,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
f2536029-8046-5308-aadf-27715b9ef7c8,SYN-EXP-2026-095,Fuel,2026-05-21,2136.58,SYN Mechanic,bank_transfer,6cef879e-d49d-5896-836f-27a32f008903,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
d169edab-644c-511a-9fdf-aa22b941c8c0,SYN-EXP-2026-096,Labor,2026-04-20,8301.48,SYN Agro Shop,cash,6cef879e-d49d-5896-836f-27a32f008903,a52bf857-e2c1-54a7-a80f-3d901690a351,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
0acf7deb-eaae-5d0c-9ccf-73862e84fb6d,SYN-EXP-2026-097,Fuel,2026-05-24,4731.58,SYN Transport,upi,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,6253b5aa-3b5a-5d36-a127-dde27d77bd13,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
10bed846-9cfb-5686-884a-fb2a8aa03ddc,SYN-EXP-2026-098,Maintenance,2026-06-03,3128.37,SYN Seeds Store,bank_transfer,6cef879e-d49d-5896-836f-27a32f008903,6253b5aa-3b5a-5d36-a127-dde27d77bd13,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
82e214dd-426b-5b5f-8cc3-501d8d098a5c,SYN-EXP-2026-099,Fuel,2026-06-10,2624.26,SYN Seeds Store,bank_transfer,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
b93b9e0f-e7a3-5ad1-b2d7-433f9ccb455a,SYN-EXP-2026-100,Miscellaneous,2026-03-21,843.92,SYN Agro Shop,upi,6cef879e-d49d-5896-836f-27a32f008903,a52bf857-e2c1-54a7-a80f-3d901690a351,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
